Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Namount
9/6/21,9/6/21,9/8/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.666961,$238.46,($159.04),$159.04
9/8/21,9/8/21,9/10/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.821055,$170.02,($139.60),$139.60
9/10/21,9/10/21,9/12/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.471409,$117.75,($55.51),$55.51
9/13/21,9/13/21,9/15/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.391653,$214.94,($84.18),$84.18
9/15/21,9/15/21,9/15/21,,ACH Deposit,ACH,,,"$2,446.00",$0.00
9/15/21,9/15/21,9/17/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.604554,$238.83,($622.05),$622.05
9/17/21,9/17/21,9/19/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,4.603453,$170.16,($783.32),$783.32
9/20/21,9/20/21,9/22/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.11193,$215.35,($239.45),$239.45
9/22/21,9/22/21,9/24/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.962758,$93.00,($275.54),$275.54
9/24/21,9/24/21,9/26/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.457684,$170.15,($248.02),$248.02
9/27/21,9/27/21,9/29/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.827641,$118.26,($97.88),$97.88
9/28/21,9/28/21,9/28/21,,Interest Payment,INT,,,$0.03,$0.00
9/29/21,9/29/21,10/1/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.582202,$215.72,($125.59),$125.59
10/1/21,10/1/21,10/1/21,,ACH Deposit,ACH,,,"$1,816.00",$0.00
10/1/21,10/1/21,10/3/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,5.218587,$170.05,($887.42),$887.42
10/4/21,10/4/21,10/6/21,AAPL,Apple\nCUSIP: 037833100,Buy,3.004518,$160.24,($481.44),$481.44
10/6/21,10/6/21,10/8/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.392267,$169.94,($236.60),$236.60
10/8/21,10/8/21,10/10/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.35862,$238.80,($85.64),$85.64
10/11/21,10/11/21,10/13/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.83971,$118.44,($99.46),$99.46
10/13/21,10/13/21,10/15/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.448466,$118.45,($53.12),$53.12
10/15/21,10/15/21,10/15/21,,ACH Deposit,ACH,,,"$1,032.00",$0.00
10/15/21,10/15/21,10/17/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.172269,$238.59,($518.28),$518.28
10/18/21,10/18/21,10/20/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.423318,$92.81,($132.10),$132.10
10/20/21,10/20/21,10/22/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.028876,$216.04,($222.28),$222.28
10/22/21,10/22/21,10/24/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.820624,$118.48,($97.23),$97.23
10/25/21,10/25/21,10/27/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.484625,$169.29,($82.04),$82.04
10/27/21,10/27/21,10/27/21,AVGO,Cash Div: R/D 2021-10-27 P/D 2021-10-27 - 8.894256 shares at 1.4403,CDIV,,,$12.81,$0.00
10/27/21,10/27/21,10/27/21,NVDA,Cash Div: R/D 2021-10-27 P/D 2021-10-27 - 77.434393 shares at 0.0337,CDIV,,,$2.61,$0.00
10/28/21,10/28/21,10/28/21,,Interest Payment,INT,,,$0.02,$0.00
11/1/21,11/1/21,11/1/21,,ACH Deposit,ACH,,,"$2,135.00",$0.00
11/1/21,11/1/21,11/3/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,8.012518,$92.59,($741.88),$741.88
11/3/21,11/3/21,11/5/21,AAPL,Apple\nCUSIP: 037833100,Buy,4.210272,$160.11,($674.11),$674.11
11/5/21,11/5/21,11/7/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.827955,$216.07,($178.90),$178.90
11/8/21,11/8/21,11/10/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.970523,$237.63,($230.63),$230.63
11/10/21,11/10/21,11/12/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.19518,$160.06,($191.30),$191.30
11/12/21,11/12/21,11/14/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,0.701581,$92.43,($64.85),$64.85
11/12/21,11/12/21,11/12/21,AAPL,Cash Div: R/D 2021-11-12 P/D 2021-11-12 - 29.407793 shares at 0.1326,CDIV,,,$3.90,$0.00
11/15/21,11/15/21,11/15/21,,ACH Deposit,ACH,,,"$1,550.00",$0.00
11/15/21,11/15/21,11/17/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.256497,$216.14,($487.72),$487.72
11/17/21,11/17/21,11/19/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.463457,$237.34,($347.34),$347.34
11/19/21,11/19/21,11/21/21,AMZN,Amazon\nCUSIP: 023135106,Buy,2.066718,$136.26,($281.61),$281.61
11/22/21,11/22/21,11/24/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.436169,$160.07,($229.89),$229.89
11/24/21,11/24/21,11/26/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.847781,$168.27,($142.66),$142.66
11/26/21,11/26/21,11/28/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.49265,$118.65,($58.45),$58.45
11/27/21,11/27/21,11/27/21,NVDA,Cash Div: R/D 2021-11-27 P/D 2021-11-27 - 78.282174 shares at 0.0337,CDIV,,,$2.64,$0.00
11/28/21,11/28/21,11/28/21,,Interest Payment,INT,,,$0.02,$0.00
11/29/21,11/29/21,12/1/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.200703,$237.16,($47.60),$47.60
12/1/21,12/1/21,12/1/21,,ACH Deposit,ACH,,,"$2,006.00",$0.00
12/1/21,12/1/21,12/3/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.250397,$237.15,($533.68),$533.68
12/3/21,12/3/21,12/5/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.473784,$237.16,($349.52),$349.52
12/6/21,12/6/21,12/8/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.642628,$168.15,($444.36),$444.36
12/8/21,12/8/21,12/10/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.997041,$237.24,($236.54),$236.54
12/10/21,12/10/21,12/12/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.118505,$168.17,($188.10),$188.10
12/12/21,12/12/21,12/12/21,NVDA,Cash Div: R/D 2021-12-12 P/D 2021-12-12 - 82.043307 shares at 0.0338,CDIV,,,$2.77,$0.00
12/13/21,12/13/21,12/15/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.547119,$237.38,($129.88),$129.88
12/15/21,12/15/21,12/15/21,,ACH Deposit,ACH,,,"$2,484.00",$0.00
12/15/21,12/15/21,12/17/21,AAPL,Apple\nCUSIP: 037833100,Buy,5.02077,$160.67,($806.69),$806.69
12/17/21,12/17/21,12/19/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.769634,$168.29,($466.10),$466.10
12/20/21,12/20/21,12/22/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.661491,$168.38,($448.14),$448.14
12/22/21,12/22/21,12/24/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.897712,$92.57,($268.24),$268.24
12/24/21,12/24/21,12/26/21,AMZN,Amazon\nCUSIP: 023135106,Buy,2.389915,$137.82,($329.38),$329.38
12/27/21,12/27/21,12/29/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.494752,$218.54,($108.12),$108.12
12/28/21,12/28/21,12/28/21,,Interest Payment,INT,,,$0.04,$0.00
12/29/21,12/29/21,12/31/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.671361,$168.78,($113.31),$113.31
12/31/21,12/31/21,1/2/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.348043,$168.90,($58.78),$58.78
1/1/22,1/1/22,1/1/22,,ACH Deposit,ACH,,,"$1,485.00",$0.00
1/3/22,1/3/22,1/5/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.646524,$238.93,($393.40),$393.40
1/5/22,1/5/22,1/7/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.960131,$239.17,($229.63),$229.63
1/7/22,1/7/22,1/9/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.65069,$169.40,($449.03),$449.03
1/10/22,1/10/22,1/12/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.538103,$139.45,($214.49),$214.49
1/12/22,1/12/22,1/14/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.701161,$169.84,($119.09),$119.09
1/14/22,1/14/22,1/16/22,AAPL,Apple\nCUSIP: 037833100,Buy,0.32634,$163.26,($53.28),$53.28
1/15/22,1/15/22,1/15/22,,ACH Deposit,ACH,,,$897.00,$0.00
1/17/22,1/17/22,1/19/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.857498,$240.92,($206.59),$206.59
1/19/22,1/19/22,1/21/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.768658,$241.26,($185.45),$185.45
1/21/22,1/21/22,1/23/22,AMZN,Amazon\nCUSIP: 023135106,Buy,2.038058,$140.86,($287.08),$287.08
1/24/22,1/24/22,1/26/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.298676,$242.20,($72.34),$72.34
1/26/22,1/26/22,1/28/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.584439,$171.45,($100.20),$100.20
1/28/22,1/28/22,1/30/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.438939,$224.22,($98.42),$98.42
1/28/22,1/28/22,1/28/22,,Interest Payment,INT,,,$0.03,$0.00
2/1/22,2/1/22,2/1/22,,ACH Deposit,ACH,,,"$1,732.00",$0.00
2/2/22,2/2/22,2/4/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,6.379408,$123.63,($788.69),$788.69
2/4/22,2/4/22,2/6/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.067654,$172.77,($357.23),$357.23
2/7/22,2/7/22,2/9/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.453106,$124.35,($305.04),$305.04
2/9/22,2/9/22,2/11/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.495862,$245.84,($121.90),$121.90
2/11/22,2/11/22,2/13/22,AMZN,Amazon\nCUSIP: 023135106,Buy,0.733203,$144.35,($105.84),$105.84
2/12/22,2/12/22,2/12/22,AAPL,Cash Div: R/D 2022-02-12 P/D 2022-02-12 - 36.191072 shares at 0.1326,CDIV,,,$4.80,$0.00
2/12/22,2/12/22,2/12/22,NVDA,Cash Div: R/D 2022-02-12 P/D 2022-02-12 - 94.497780 shares at 0.0338,CDIV,,,$3.19,$0.00
2/14/22,2/14/22,2/16/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.060745,$662.90,($40.27),$40.27
2/15/22,2/15/22,2/15/22,,ACH Deposit,ACH,,,"$2,159.00",$0.00
2/16/22,2/16/22,2/18/22,AAPL,Apple\nCUSIP: 037833100,Buy,3.012105,$168.87,($508.65),$508.65
2/18/22,2/18/22,2/20/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.797129,$175.22,($665.33),$665.33
2/21/22,2/21/22,2/23/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.740318,$249.14,($433.58),$433.58
2/23/22,2/23/22,2/25/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.126159,$231.49,($260.69),$260.69
2/25/22,2/25/22,2/27/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.605717,$176.60,($106.97),$106.97
2/27/22,2/27/22,2/27/22,AVGO,Cash Div: R/D 2022-02-27 P/D 2022-02-27 - 8.955001 shares at 1.4405,CDIV,,,$12.90,$0.00
2/28/22,2/28/22,3/2/22,AAPL,Apple\nCUSIP: 037833100,Buy,0.708577,$171.53,($121.54),$121.54
2/28/22,2/28/22,2/28/22,,Interest Payment,INT,,,$0.04,$0.00
3/1/22,3/1/22,3/1/22,,ACH Deposit,ACH,,,"$2,096.00",$0.00
3/2/22,3/2/22,3/4/22,AAPL,Apple\nCUSIP: 037833100,Buy,4.934816,$172.00,($848.79),$848.79
3/4/22,3/4/22,3/6/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.481001,$252.51,($626.48),$626.48
3/7/22,3/7/22,3/9/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.979855,$178.71,($175.11),$175.11
3/9/22,3/9/22,3/11/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.932035,$179.14,($166.96),$166.96
3/11/22,3/11/22,3/13/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.911417,$179.59,($163.68),$163.68
3/12/22,3/12/22,3/12/22,AVGO,Cash Div: R/D 2022-03-12 P/D 2022-03-12 - 8.955001 shares at 1.4405,CDIV,,,$12.90,$0.00
3/14/22,3/14/22,3/16/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.551441,$180.25,($99.40),$99.40
3/15/22,3/15/22,3/15/22,,ACH Deposit,ACH,,,$976.00,$0.00
3/16/22,3/16/22,3/18/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.216563,$238.61,($528.89),$528.89
3/18/22,3/18/22,3/20/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.524522,$131.24,($200.08),$200.08
3/21/22,3/21/22,3/23/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.24415,$152.63,($189.89),$189.89
3/23/22,3/23/22,3/25/22,AAPL,Apple\nCUSIP: 037833100,Buy,0.350403,$177.18,($62.08),$62.08
3/25/22,3/25/22,3/27/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.327322,$182.75,($59.82),$59.82
3/28/22,3/28/22,3/30/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.276406,$260.52,($72.01),$72.01
3/28/22,3/28/22,3/28/22,,Interest Payment,INT,,,$0.02,$0.00
4/1/22,4/1/22,4/1/22,,ACH Deposit,ACH,,,"$1,886.00",$0.00
4/1/22,4/1/22,4/3/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,3.561476,$101.92,($362.99),$362.99
4/4/22,4/4/22,4/6/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.577349,$134.60,($481.51),$481.51
4/6/22,4/6/22,4/8/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.809985,$263.57,($213.49),$213.49
4/8/22,4/8/22,4/10/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.293403,$264.24,($341.77),$341.77
4/11/22,4/11/22,4/13/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.854498,$186.61,($159.46),$159.46
4/12/22,4/12/22,4/12/22,AAPL,Cash Div: R/D 2022-04-12 P/D 2022-04-12 - 45.196973 shares at 0.1328,CDIV,,,$6.00,$0.00
4/13/22,4/13/22,4/15/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.737534,$187.06,($137.96),$137.96
4/15/22,4/15/22,4/15/22,,ACH Deposit,ACH,,,"$1,886.00",$0.00
4/15/22,4/15/22,4/17/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.263664,$187.49,($424.41),$424.41
4/18/22,4/18/22,4/20/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.085949,$188.14,($392.45),$392.45
4/20/22,4/20/22,4/22/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.615431,$188.57,($493.19),$493.19
4/22/22,4/22/22,4/24/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.824199,$251.77,($207.51),$207.51
4/25/22,4/25/22,4/27/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.533238,$269.72,($143.82),$143.82
4/27/22,4/27/22,4/29/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.629932,$270.32,($170.28),$170.28
4/28/22,4/28/22,4/28/22,,Interest Payment,INT,,,$0.04,$0.00
4/29/22,4/29/22,5/1/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.033834,$139.34,($144.05),$144.05
5/1/22,5/1/22,5/1/22,,ACH Deposit,ACH,,,"$1,945.00",$0.00
5/2/22,5/2/22,5/4/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.538934,$271.79,($418.27),$418.27
5/4/22,5/4/22,5/6/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.657603,$191.36,($508.56),$508.56
5/6/22,5/6/22,5/8/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.574051,$256.28,($403.40),$403.40
5/9/22,5/9/22,5/11/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.876749,$141.03,($264.68),$264.68
5/11/22,5/11/22,5/13/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.168315,$739.36,($124.45),$124.45
5/12/22,5/12/22,5/12/22,NVDA,Cash Div: R/D 2022-05-12 P/D 2022-05-12 - 113.817375 shares at 0.0337,CDIV,,,$3.84,$0.00
5/13/22,5/13/22,5/15/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.676128,$258.34,($174.67),$174.67
5/15/22,5/15/22,5/15/22,,ACH Deposit,ACH,,,"$1,863.00",$0.00
5/16/22,5/16/22,5/18/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,3.477317,$275.50,($958.00),$958.00
5/18/22,5/18/22,5/20/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.846026,$259.71,($479.43),$479.43
5/20/22,5/20/22,5/22/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.871646,$107.58,($308.93),$308.93
5/23/22,5/23/22,5/25/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.547873,$277.09,($151.81),$151.81
5/25/22,5/25/22,5/27/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.224657,$261.49,($58.75),$58.75
5/27/22,5/27/22,5/29/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.263789,$261.97,($69.10),$69.10
5/27/22,5/27/22,5/27/22,AVGO,Cash Div: R/D 2022-05-27 P/D 2022-05-27 - 9.123316 shares at 1.4403,CDIV,,,$13.14,$0.00
5/28/22,5/28/22,5/28/22,,Interest Payment,INT,,,$0.01,$0.00
6/1/22,6/1/22,6/1/22,,ACH Deposit,ACH,,,"$1,338.00",$0.00
6/1/22,6/1/22,6/3/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.753059,$752.73,($566.85),$566.85
6/3/22,6/3/22,6/5/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.503396,$753.76,($379.44),$379.44
6/6/22,6/6/22,6/8/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.806479,$196.12,($158.17),$158.17
6/8/22,6/8/22,6/10/22,AMZN,Amazon\nCUSIP: 023135106,Buy,0.725401,$168.73,($122.40),$122.40
6/10/22,6/10/22,6/12/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,0.423915,$109.09,($46.24),$46.24
6/13/22,6/13/22,6/15/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.417608,$145.54,($60.78),$60.78
6/15/22,6/15/22,6/15/22,,ACH Deposit,ACH,,,"$2,186.00",$0.00
6/15/22,6/15/22,6/17/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.354602,$145.72,($634.55),$634.55
6/17/22,6/17/22,6/19/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.317861,$145.89,($629.93),$629.93
6/20/22,6/20/22,6/22/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.907075,$266.47,($241.71),$241.71
6/22/22,6/22/22,6/24/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.241611,$197.32,($244.99),$244.99
6/24/22,6/24/22,6/26/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.640425,$146.42,($240.19),$240.19
6/27/22,6/27/22,6/29/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.640391,$146.62,($93.89),$93.89
6/27/22,6/27/22,6/27/22,AAPL,Cash Div: R/D 2022-06-27 P/D 2022-06-27 - 45.196973 shares at 0.1328,CDIV,,,$6.00,$0.00
6/28/22,6/28/22,6/28/22,,Interest Payment,INT,,,$0.03,$0.00
6/29/22,6/29/22,7/1/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.330861,$197.61,($65.38),$65.38
7/1/22,7/1/22,7/1/22,,ACH Deposit,ACH,,,"$1,111.00",$0.00
7/1/22,7/1/22,7/3/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.065425,$197.67,($408.27),$408.27
7/4/22,7/4/22,7/6/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.392332,$268.09,($373.27),$373.27
7/6/22,7/6/22,7/8/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.509924,$268.26,($136.79),$136.79
7/8/22,7/8/22,7/10/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.174097,$764.59,($133.11),$133.11
7/11/22,7/11/22,7/13/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,0.803887,$110.02,($88.44),$88.44
7/12/22,7/12/22,7/12/22,NVDA,Cash Div: R/D 2022-07-12 P/D 2022-07-12 - 118.261751 shares at 0.0337,CDIV,,,$3.99,$0.00
7/15/22,7/15/22,7/15/22,,ACH Deposit,ACH,,,"$2,184.00",$0.00
7/15/22,7/15/22,7/17/22,AMZN,Amazon\nCUSIP: 023135106,Buy,3.648813,$171.90,($627.23),$627.23
7/18/22,7/18/22,7/20/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.264537,$269.04,($609.25),$609.25
7/18/22,7/18/22,7/18/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,SPL,1441.502564,,,$0.00
7/20/22,7/20/22,7/22/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.319922,$147.59,($489.99),$489.99
7/22/22,7/22/22,7/24/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.883607,$282.74,($249.83),$249.83
7/25/22,7/25/22,7/27/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.3941,$197.64,($77.89),$77.89
7/27/22,7/27/22,7/29/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.44514,$269.37,($119.91),$119.91
7/27/22,7/27/22,7/27/22,AVGO,Cash Div: R/D 2022-07-27 P/D 2022-07-27 - 10.553868 shares at 1.4402,CDIV,,,$15.20,$0.00
7/28/22,7/28/22,7/28/22,,Interest Payment,INT,,,$0.02,$0.00
7/29/22,7/29/22,7/31/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.153313,$269.41,($41.30),$41.30
8/1/22,8/1/22,8/1/22,,ACH Deposit,ACH,,,"$1,814.00",$0.00
8/1/22,8/1/22,8/3/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.30758,$282.51,($369.40),$369.40
8/3/22,8/3/22,8/5/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.286415,$282.44,($363.34),$363.34
8/5/22,8/5/22,8/7/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.431951,$197.28,($479.78),$479.78
8/5/22,8/5/22,8/7/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,5.848673,$276.55,"$1,617.45","$1,617.45"
8/8/22,8/8/22,8/10/22,AAPL,Apple\nCUSIP: 037833100,Buy,5.152941,$196.45,"($1,012.30)","$1,012.30"
8/10/22,8/10/22,8/12/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.491968,$282.15,($420.96),$420.96
8/12/22,8/12/22,8/14/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.243689,$147.83,($331.68),$331.68
8/15/22,8/15/22,8/15/22,,ACH Deposit,ACH,,,"$1,187.00",$0.00
8/15/22,8/15/22,8/17/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.902663,$147.84,($724.81),$724.81
8/17/22,8/17/22,8/19/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.981113,$196.76,($389.80),$389.80
8/19/22,8/19/22,8/21/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.583237,$269.60,($157.24),$157.24
8/22/22,8/22/22,8/24/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.567244,$269.60,($152.93),$152.93
8/24/22,8/24/22,8/26/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.233941,$281.48,($65.85),$65.85
8/26/22,8/26/22,8/28/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.080131,$109.51,($118.29),$118.29
8/27/22,8/27/22,8/27/22,NVDA,Cash Div: R/D 2022-08-27 P/D 2022-08-27 - 123.068915 shares at 0.0337,CDIV,,,$4.15,$0.00
8/28/22,8/28/22,8/28/22,,Interest Payment,INT,,,$0.02,$0.00
8/29/22,8/29/22,8/31/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.288471,$196.22,($56.60),$56.60
9/1/22,9/1/22,9/1/22,,ACH Deposit,ACH,,,"$1,322.00",$0.00
9/2/22,9/2/22,9/4/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.197569,$281.07,($336.60),$336.60
9/5/22,9/5/22,9/7/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.116151,$280.95,($313.58),$313.58
9/7/22,9/7/22,9/9/22,AAPL,Apple\nCUSIP: 037833100,Buy,0.971084,$196.20,($190.53),$190.53
9/9/22,9/9/22,9/11/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.458901,$280.82,($128.87),$128.87
9/12/22,9/12/22,9/14/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.454866,$269.81,($122.73),$122.73
9/14/22,9/14/22,9/16/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.42237,$195.64,($82.63),$82.63
9/15/22,9/15/22,9/15/22,,ACH Deposit,ACH,,,"$1,011.00",$0.00
9/16/22,9/16/22,9/18/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.66202,$173.23,($287.91),$287.91
9/19/22,9/19/22,9/21/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.88631,$173.33,($326.95),$326.95
9/21/22,9/21/22,9/23/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.154354,$762.58,($117.71),$117.71
9/23/22,9/23/22,9/25/22,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.095641,$109.21,($228.86),$228.86
9/26/22,9/26/22,9/28/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.541174,$195.47,($105.78),$105.78
9/28/22,9/28/22,9/30/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.144966,$280.68,($40.69),$40.69
9/28/22,9/28/22,9/28/22,,Interest Payment,INT,,,$0.02,$0.00
9/30/22,9/30/22,10/2/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.293295,$195.48,($57.33),$57.33
10/1/22,10/1/22,10/1/22,,ACH Deposit,ACH,,,$825.00,$0.00
10/3/22,10/3/22,10/5/22,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.489684,$763.72,($373.98),$373.98
