Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Namount
2/16/23,2/16/23,2/18/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.828213,$636.90,($527.49),$527.49
2/27/23,2/27/23,2/27/23,VOO,Cash Div: R/D 2023-02-27 P/D 2023-02-27 - 81.790856 shares at 0.99,CDIV,,,$80.97,$0.00
2/28/23,2/28/23,3/2/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.165278,$645.88,($106.75),$106.75
2/28/23,2/28/23,2/28/23,,Interest Payment,INT,,,$0.01,$0.00
3/1/23,3/1/23,3/1/23,,ACH Deposit,ACH,,,"$1,428.00",$0.00
3/1/23,3/1/23,3/3/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,6.330059,$109.72,($694.53),$694.53
3/2/23,3/2/23,3/4/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.042701,$636.22,($663.39),$663.39
3/15/23,3/15/23,3/15/23,,ACH Deposit,ACH,,,$685.00,$0.00
3/15/23,3/15/23,3/17/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.155413,$655.54,($757.42),$757.42
3/27/23,3/27/23,3/27/23,VOO,Cash Div: R/D 2023-03-27 P/D 2023-03-27 - 83.111547 shares at 0.99,CDIV,,,$82.28,$0.00
3/28/23,3/28/23,3/28/23,,Interest Payment,INT,,,$0.01,$0.00
4/1/23,4/1/23,4/1/23,,ACH Deposit,ACH,,,"$1,348.00",$0.00
4/3/23,4/3/23,4/5/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,2.05817,$664.81,"($1,368.29)","$1,368.29"
4/15/23,4/15/23,4/15/23,,ACH Deposit,ACH,,,"$1,425.00",$0.00
4/17/23,4/17/23,4/19/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.958206,$661.60,"($1,295.55)","$1,295.55"
4/18/23,4/18/23,4/20/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.285211,$669.65,($190.99),$190.99
4/27/23,4/27/23,4/27/23,SCHD,Cash Div: R/D 2023-04-27 P/D 2023-04-27 - 135.923951 shares at 0.462,CDIV,,,$62.80,$0.00
4/28/23,4/28/23,4/28/23,,Interest Payment,INT,,,$0.01,$0.00
5/1/23,5/1/23,5/1/23,,ACH Deposit,ACH,,,$510.00,$0.00
5/1/23,5/1/23,5/3/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,4.509033,$114.06,($514.30),$514.30
5/12/23,5/12/23,5/12/23,VOO,Cash Div: R/D 2023-05-12 P/D 2023-05-12 - 85.454928 shares at 0.99,CDIV,,,$84.60,$0.00
5/15/23,5/15/23,5/15/23,,ACH Deposit,ACH,,,"$1,299.00",$0.00
5/15/23,5/15/23,5/17/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,10.952264,$114.27,"($1,251.52)","$1,251.52"
5/16/23,5/16/23,5/18/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.285093,$673.44,($191.99),$191.99
5/27/23,5/27/23,5/27/23,SCHD,Cash Div: R/D 2023-05-27 P/D 2023-05-27 - 151.385248 shares at 0.462,CDIV,,,$69.94,$0.00
5/28/23,5/28/23,5/28/23,,Interest Payment,INT,,,$0.01,$0.00
6/1/23,6/1/23,6/1/23,,ACH Deposit,ACH,,,"$1,370.00",$0.00
6/1/23,6/1/23,6/3/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,7.1156,$114.28,($813.17),$813.17
6/2/23,6/2/23,6/4/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.849886,$669.29,($568.82),$568.82
6/15/23,6/15/23,6/15/23,,ACH Deposit,ACH,,,$942.00,$0.00
6/15/23,6/15/23,6/17/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,8.517594,$114.20,($972.71),$972.71
6/27/23,6/27/23,6/27/23,SCHD,Cash Div: R/D 2023-06-27 P/D 2023-06-27 - 167.018442 shares at 0.462,CDIV,,,$77.16,$0.00
6/28/23,6/28/23,6/30/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.139522,$672.68,($93.85),$93.85
6/28/23,6/28/23,6/28/23,,Interest Payment,INT,,,$0.01,$0.00
7/1/23,7/1/23,7/1/23,,ACH Deposit,ACH,,,"$1,411.00",$0.00
7/3/23,7/3/23,7/5/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,2.108044,$672.70,"($1,418.08)","$1,418.08"
7/15/23,7/15/23,7/15/23,,ACH Deposit,ACH,,,"$1,170.00",$0.00
7/17/23,7/17/23,7/19/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.680539,$673.51,"($1,131.86)","$1,131.86"
7/28/23,7/28/23,7/28/23,,Interest Payment,INT,,,$0.01,$0.00
8/1/23,8/1/23,8/1/23,,ACH Deposit,ACH,,,"$1,114.00",$0.00
8/1/23,8/1/23,8/3/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.483267,$676.03,"($1,002.73)","$1,002.73"
8/2/23,8/2/23,8/4/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.210876,$677.04,($142.77),$142.77
8/15/23,8/15/23,8/15/23,,ACH Deposit,ACH,,,$685.00,$0.00
8/15/23,8/15/23,8/17/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.17149,$680.38,($116.68),$116.68
8/16/23,8/16/23,8/18/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.760768,$680.77,($517.91),$517.91
8/28/23,8/28/23,8/28/23,,Interest Payment,INT,,,$0.01,$0.00
9/1/23,9/1/23,9/1/23,,ACH Deposit,ACH,,,"$1,287.00",$0.00
9/1/23,9/1/23,9/3/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.2472,$688.61,($170.22),$170.22
9/4/23,9/4/23,9/6/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.137446,$690.41,($785.30),$785.30
9/5/23,9/5/23,9/7/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.55874,$691.04,($386.11),$386.11
9/12/23,9/12/23,9/12/23,SCHD,Cash Div: R/D 2023-09-12 P/D 2023-09-12 - 167.018442 shares at 0.462,CDIV,,,$77.16,$0.00
9/12/23,9/12/23,9/12/23,VOO,Cash Div: R/D 2023-09-12 P/D 2023-09-12 - 94.027037 shares at 0.99,CDIV,,,$93.09,$0.00
9/13/23,9/13/23,9/15/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.356126,$118.18,($160.27),$160.27
9/15/23,9/15/23,9/15/23,,ACH Deposit,ACH,,,"$1,128.00",$0.00
9/15/23,9/15/23,9/17/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.505436,$697.88,"($1,050.61)","$1,050.61"
9/28/23,9/28/23,9/28/23,,Interest Payment,INT,,,$0.01,$0.00
10/1/23,10/1/23,10/1/23,,ACH Deposit,ACH,,,$782.00,$0.00
10/2/23,10/2/23,10/4/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.152814,$717.94,($827.65),$827.65
10/15/23,10/15/23,10/15/23,,ACH Deposit,ACH,,,"$1,105.00",$0.00
10/16/23,10/16/23,10/18/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.551052,$725.29,"($1,124.96)","$1,124.96"
10/28/23,10/28/23,10/28/23,,Interest Payment,INT,,,$0.01,$0.00
11/1/23,11/1/23,11/1/23,,ACH Deposit,ACH,,,$984.00,$0.00
11/1/23,11/1/23,11/3/23,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.186655,$750.89,($891.05),$891.05
11/2/23,11/2/23,11/4/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.148271,$742.97,($110.16),$110.16
11/15/23,11/15/23,11/15/23,,ACH Deposit,ACH,,,"$1,067.00",$0.00
11/15/23,11/15/23,11/17/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.751288,$128.44,($224.94),$224.94
11/16/23,11/16/23,11/18/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.105082,$757.94,($837.59),$837.59
11/28/23,11/28/23,11/28/23,,Interest Payment,INT,,,$0.01,$0.00
12/1/23,12/1/23,12/1/23,,ACH Deposit,ACH,,,"$1,261.00",$0.00
12/1/23,12/1/23,12/3/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.779362,$773.57,($602.89),$602.89
12/4/23,12/4/23,12/6/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.790833,$776.58,($614.15),$614.15
12/15/23,12/15/23,12/15/23,,ACH Deposit,ACH,,,"$1,405.00",$0.00
12/15/23,12/15/23,12/17/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.107312,$133.56,($147.89),$147.89
12/18/23,12/18/23,12/20/23,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.617314,$789.77,($487.54),$487.54
12/19/23,12/19/23,12/21/23,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,6.037165,$134.17,($810.01),$810.01
12/28/23,12/28/23,12/28/23,,Interest Payment,INT,,,$0.01,$0.00
1/1/24,1/1/24,1/1/24,,ACH Deposit,ACH,,,"$1,481.00",$0.00
1/1/24,1/1/24,1/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.809811,$801.23,($648.84),$648.84
1/2/24,1/2/24,1/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.015814,$801.97,($814.65),$814.65
1/15/24,1/15/24,1/15/24,,ACH Deposit,ACH,,,"$1,213.00",$0.00
1/15/24,1/15/24,1/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.118594,$810.57,($906.70),$906.70
1/16/24,1/16/24,1/18/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.411043,$811.15,($333.42),$333.42
1/28/24,1/28/24,1/28/24,,Interest Payment,INT,,,$0.01,$0.00
2/1/24,2/1/24,2/1/24,,ACH Deposit,ACH,,,"$1,359.00",$0.00
2/1/24,2/1/24,2/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.446933,$818.77,"($1,184.71)","$1,184.71"
2/2/24,2/2/24,2/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.197382,$819.14,($161.68),$161.68
2/12/24,2/12/24,2/12/24,VOO,Cash Div: R/D 2024-02-12 P/D 2024-02-12 - 105.523964 shares at 0.99,CDIV,,,$104.47,$0.00
2/13/24,2/13/24,2/15/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.138738,$842.91,($116.94),$116.94
2/15/24,2/15/24,2/15/24,,ACH Deposit,ACH,,,$608.00,$0.00
2/15/24,2/15/24,2/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.732356,$822.97,($602.71),$602.71
2/28/24,2/28/24,2/28/24,,Interest Payment,INT,,,$0.01,$0.00
3/1/24,3/1/24,3/1/24,,ACH Deposit,ACH,,,$862.00,$0.00
3/1/24,3/1/24,3/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.034146,$825.24,($853.42),$853.42
3/12/24,3/12/24,3/12/24,SCHD,Cash Div: R/D 2024-03-12 P/D 2024-03-12 - 177.270333 shares at 0.462,CDIV,,,$81.90,$0.00
3/13/24,3/13/24,3/15/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.117355,$825.75,($96.91),$96.91
3/15/24,3/15/24,3/15/24,,ACH Deposit,ACH,,,$537.00,$0.00
3/15/24,3/15/24,3/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.650979,$825.75,($537.55),$537.55
3/27/24,3/27/24,3/27/24,SCHD,Cash Div: R/D 2024-03-27 P/D 2024-03-27 - 177.270333 shares at 0.462,CDIV,,,$81.90,$0.00
3/28/24,3/28/24,3/28/24,,Interest Payment,INT,,,$0.01,$0.00
4/1/24,4/1/24,4/1/24,,ACH Deposit,ACH,,,"$1,013.00",$0.00
4/1/24,4/1/24,4/3/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,5.429768,$140.04,($760.38),$760.38
4/2/24,4/2/24,4/4/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.348293,$850.64,($296.27),$296.27
4/12/24,4/12/24,4/12/24,VOO,Cash Div: R/D 2024-04-12 P/D 2024-04-12 - 108.058800 shares at 0.99,CDIV,,,$106.98,$0.00
4/15/24,4/15/24,4/15/24,,ACH Deposit,ACH,,,"$1,041.00",$0.00
4/15/24,4/15/24,4/17/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.323125,$851.47,"($1,126.60)","$1,126.60"
4/27/24,4/27/24,4/27/24,SCHD,Cash Div: R/D 2024-04-27 P/D 2024-04-27 - 182.700101 shares at 0.462,CDIV,,,$84.41,$0.00
4/27/24,4/27/24,4/27/24,VOO,Cash Div: R/D 2024-04-27 P/D 2024-04-27 - 108.058800 shares at 0.99,CDIV,,,$106.98,$0.00
4/28/24,4/28/24,4/28/24,,Interest Payment,INT,,,$0.03,$0.00
4/29/24,4/29/24,5/1/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.273045,$853.11,($232.94),$232.94
5/1/24,5/1/24,5/1/24,,ACH Deposit,ACH,,,$818.00,$0.00
5/1/24,5/1/24,5/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.888777,$825.03,($733.27),$733.27
5/2/24,5/2/24,5/4/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.120656,$853.64,($103.00),$103.00
5/15/24,5/15/24,5/15/24,,ACH Deposit,ACH,,,"$1,460.00",$0.00
5/15/24,5/15/24,5/17/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,9.147934,$140.33,"($1,283.73)","$1,283.73"
5/16/24,5/16/24,5/18/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.155641,$140.37,($162.22),$162.22
5/28/24,5/28/24,5/28/24,,Interest Payment,INT,,,$0.01,$0.00
6/1/24,6/1/24,6/1/24,,ACH Deposit,ACH,,,$643.00,$0.00
6/3/24,6/3/24,6/5/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.716364,$833.04,($596.76),$596.76
6/15/24,6/15/24,6/15/24,,ACH Deposit,ACH,,,"$1,259.00",$0.00
6/17/24,6/17/24,6/19/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.192184,$840.60,($161.55),$161.55
6/18/24,6/18/24,6/20/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.836194,$875.24,($731.87),$731.87
6/19/24,6/19/24,6/21/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,2.943488,$142.87,($420.54),$420.54
6/28/24,6/28/24,6/28/24,,Interest Payment,INT,,,$0.01,$0.00
7/1/24,7/1/24,7/1/24,,ACH Deposit,ACH,,,$705.00,$0.00
7/1/24,7/1/24,7/3/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,2.621206,$144.40,($378.50),$378.50
7/2/24,7/2/24,7/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.351075,$851.77,($299.04),$299.04
7/15/24,7/15/24,7/15/24,,ACH Deposit,ACH,,,$770.00,$0.00
7/15/24,7/15/24,7/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.940899,$863.91,($812.85),$812.85
7/27/24,7/27/24,7/27/24,VOO,Cash Div: R/D 2024-07-27 P/D 2024-07-27 - 111.148099 shares at 0.99,CDIV,,,$110.04,$0.00
7/28/24,7/28/24,7/28/24,,Interest Payment,INT,,,$0.01,$0.00
7/29/24,7/29/24,7/31/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.111198,$879.20,($97.77),$97.77
8/1/24,8/1/24,8/1/24,,ACH Deposit,ACH,,,"$1,353.00",$0.00
8/1/24,8/1/24,8/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.719727,$882.72,($635.32),$635.32
8/2/24,8/2/24,8/4/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.773469,$924.62,($715.16),$715.16
8/15/24,8/15/24,8/15/24,,ACH Deposit,ACH,,,"$1,206.00",$0.00
8/15/24,8/15/24,8/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.208548,$900.06,"($1,087.77)","$1,087.77"
8/16/24,8/16/24,8/18/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.12792,$944.43,($120.81),$120.81
8/27/24,8/27/24,8/27/24,VOO,Cash Div: R/D 2024-08-27 P/D 2024-08-27 - 113.187572 shares at 0.99,CDIV,,,$112.06,$0.00
8/28/24,8/28/24,8/30/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.128717,$962.19,($123.85),$123.85
8/28/24,8/28/24,8/28/24,,Interest Payment,INT,,,$0.02,$0.00
9/1/24,9/1/24,9/1/24,,ACH Deposit,ACH,,,$983.00,$0.00
9/2/24,9/2/24,9/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.790374,$923.54,($729.94),$729.94
9/3/24,9/3/24,9/5/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.237122,$971.15,($230.28),$230.28
9/15/24,9/15/24,9/15/24,,ACH Deposit,ACH,,,$714.00,$0.00
9/16/24,9/16/24,9/18/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.374267,$941.68,($352.44),$352.44
9/17/24,9/17/24,9/19/24,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.373533,$991.82,($370.48),$370.48
9/27/24,9/27/24,9/27/24,SCHD,Cash Div: R/D 2024-09-27 P/D 2024-09-27 - 198.568370 shares at 0.462,CDIV,,,$91.74,$0.00
9/28/24,9/28/24,9/28/24,,Interest Payment,INT,,,$0.01,$0.00
9/30/24,9/30/24,10/2/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.095352,$958.81,($91.42),$91.42
10/1/24,10/1/24,10/1/24,,ACH Deposit,ACH,,,"$1,166.00",$0.00
10/1/24,10/1/24,10/3/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.817578,$959.98,($784.86),$784.86
10/2/24,10/2/24,10/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.393542,$961.13,($378.25),$378.25
10/15/24,10/15/24,10/15/24,,ACH Deposit,ACH,,,"$1,390.00",$0.00
10/15/24,10/15/24,10/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.113275,$975.21,"($1,085.68)","$1,085.68"
10/16/24,10/16/24,10/18/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.30086,$976.22,($293.71),$293.71
10/28/24,10/28/24,10/28/24,,Interest Payment,INT,,,$0.01,$0.00
11/1/24,11/1/24,11/1/24,,ACH Deposit,ACH,,,$731.00,$0.00
11/1/24,11/1/24,11/3/24,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,4.305464,$168.08,($723.66),$723.66
11/15/24,11/15/24,11/15/24,,ACH Deposit,ACH,,,$599.00,$0.00
11/15/24,11/15/24,11/17/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.62693,$999.94,($626.89),$626.89
11/28/24,11/28/24,11/28/24,,Interest Payment,INT,,,$0.01,$0.00
12/1/24,12/1/24,12/1/24,,ACH Deposit,ACH,,,$971.00,$0.00
12/2/24,12/2/24,12/4/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.928848,"$1,007.60",($935.91),$935.91
12/15/24,12/15/24,12/15/24,,ACH Deposit,ACH,,,"$1,276.00",$0.00
12/16/24,12/16/24,12/18/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.369436,"$1,010.98",($373.49),$373.49
12/17/24,12/17/24,12/19/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.820038,"$1,011.13",($829.17),$829.17
12/18/24,12/18/24,12/20/24,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.113994,"$1,011.28",($115.28),$115.28
12/27/24,12/27/24,12/27/24,SCHD,Cash Div: R/D 2024-12-27 P/D 2024-12-27 - 202.873834 shares at 0.462,CDIV,,,$93.73,$0.00
12/27/24,12/27/24,12/27/24,VOO,Cash Div: R/D 2024-12-27 P/D 2024-12-27 - 119.932066 shares at 0.99,CDIV,,,$118.73,$0.00
12/28/24,12/28/24,12/28/24,,Interest Payment,INT,,,$0.03,$0.00
12/30/24,12/30/24,1/1/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.192865,"$1,078.07",($207.92),$207.92
1/1/25,1/1/25,1/1/25,,ACH Deposit,ACH,,,"$1,131.00",$0.00
1/1/25,1/1/25,1/3/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,5.7752,$171.78,($992.06),$992.06
1/2/25,1/2/25,1/4/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.125153,"$1,012.30",($126.69),$126.69
1/15/25,1/15/25,1/15/25,,ACH Deposit,ACH,,,$570.00,$0.00
1/15/25,1/15/25,1/17/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.511998,$171.73,($259.66),$259.66
1/16/25,1/16/25,1/18/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.739601,$171.72,($298.72),$298.72
1/27/25,1/27/25,1/27/25,VOO,Cash Div: R/D 2025-01-27 P/D 2025-01-27 - 120.057219 shares at 0.99,CDIV,,,$118.86,$0.00
1/28/25,1/28/25,1/30/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.129955,"$1,080.81",($140.46),$140.46
1/28/25,1/28/25,1/28/25,,Interest Payment,INT,,,$0.02,$0.00
2/1/25,2/1/25,2/1/25,,ACH Deposit,ACH,,,"$1,014.00",$0.00
2/3/25,2/3/25,2/5/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.222625,"$1,011.05",($225.09),$225.09
2/4/25,2/4/25,2/6/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,3.539835,$171.57,($607.33),$607.33
2/5/25,2/5/25,2/7/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.149919,"$1,081.53",($162.14),$162.14
2/12/25,2/12/25,2/12/25,SCHD,Cash Div: R/D 2025-02-12 P/D 2025-02-12 - 215.440468 shares at 0.462,CDIV,,,$99.53,$0.00
2/13/25,2/13/25,2/15/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.122721,"$1,011.01",($124.07),$124.07
2/15/25,2/15/25,2/15/25,,ACH Deposit,ACH,,,"$1,334.00",$0.00
2/17/25,2/17/25,2/19/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.206501,"$1,011.18","($1,219.99)","$1,219.99"
2/18/25,2/18/25,2/20/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.11475,"$1,011.24",($116.04),$116.04
2/28/25,2/28/25,2/28/25,,Interest Payment,INT,,,$0.01,$0.00
3/1/25,3/1/25,3/1/25,,ACH Deposit,ACH,,,$946.00,$0.00
3/3/25,3/3/25,3/5/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.930175,"$1,013.01",($942.28),$942.28
3/15/25,3/15/25,3/15/25,,ACH Deposit,ACH,,,"$1,126.00",$0.00
3/17/25,3/17/25,3/19/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.091796,"$1,017.29","($1,110.67)","$1,110.67"
3/28/25,3/28/25,3/28/25,,Interest Payment,INT,,,$0.01,$0.00
4/1/25,4/1/25,4/1/25,,ACH Deposit,ACH,,,"$1,368.00",$0.00
4/1/25,4/1/25,4/3/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.14271,"$1,025.25",($146.31),$146.31
4/2/25,4/2/25,4/4/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,2.572873,$174.09,($447.91),$447.91
4/3/25,4/3/25,4/5/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,4.324072,$174.21,($753.30),$753.30
4/15/25,4/15/25,4/15/25,,ACH Deposit,ACH,,,"$1,231.00",$0.00
4/15/25,4/15/25,4/17/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.957368,"$1,117.63","($1,069.98)","$1,069.98"
4/16/25,4/16/25,4/18/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.13872,$175.98,($200.39),$200.39
4/28/25,4/28/25,4/28/25,,Interest Payment,INT,,,$0.01,$0.00
5/1/25,5/1/25,5/1/25,,ACH Deposit,ACH,,,$688.00,$0.00
5/1/25,5/1/25,5/3/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.643006,"$1,052.68",($676.88),$676.88
5/15/25,5/15/25,5/15/25,,ACH Deposit,ACH,,,"$1,160.00",$0.00
5/15/25,5/15/25,5/17/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.191179,"$1,158.78",($221.53),$221.53
5/16/25,5/16/25,5/18/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.82369,"$1,071.79",($882.82),$882.82
5/28/25,5/28/25,5/28/25,,Interest Payment,INT,,,$0.01,$0.00
6/1/25,6/1/25,6/1/25,,ACH Deposit,ACH,,,$678.00,$0.00
6/2/25,6/2/25,6/4/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.59474,"$1,189.79",($707.62),$707.62
6/15/25,6/15/25,6/15/25,,ACH Deposit,ACH,,,"$1,334.00",$0.00
6/16/25,6/16/25,6/18/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,1.070686,"$1,118.81","($1,197.89)","$1,197.89"
6/17/25,6/17/25,6/19/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.132893,"$1,217.71",($161.83),$161.83
6/28/25,6/28/25,6/28/25,,Interest Payment,INT,,,$0.01,$0.00
7/1/25,7/1/25,7/1/25,,ACH Deposit,ACH,,,$683.00,$0.00
7/1/25,7/1/25,7/3/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,3.406422,$193.95,($660.68),$660.68
7/12/25,7/12/25,7/12/25,SCHD,Cash Div: R/D 2025-07-12 P/D 2025-07-12 - 226.882555 shares at 0.462,CDIV,,,$104.82,$0.00
7/14/25,7/14/25,7/16/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.107584,"$1,163.17",($125.14),$125.14
7/15/25,7/15/25,7/15/25,,ACH Deposit,ACH,,,$580.00,$0.00
