Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Namount
2/21/22,2/21/22,2/23/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.658867,$249.14,($413.29),$413.29
2/21/22,2/21/22,2/23/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,4.756618,$181.18,$861.80,$861.80
2/22/22,2/22/22,2/24/22,AMZN,Amazon\nCUSIP: 023135106,Buy,2.258055,$146.53,($330.87),$330.87
2/22/22,2/22/22,2/24/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,1.22665,$247.08,$303.08,$303.08
2/23/22,2/23/22,2/25/22,AAPL,Apple\nCUSIP: 037833100,Buy,1.574584,$170.39,($268.29),$268.29
2/23/22,2/23/22,2/25/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,0.490629,$254.71,$124.97,$124.97
2/24/22,2/24/22,2/26/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.262938,$231.81,($60.95),$60.95
2/25/22,2/25/22,2/27/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,1.270361,$185.02,$235.04,$235.04
2/28/22,2/28/22,3/2/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,4.419795,$177.22,($783.28),$783.28
2/28/22,2/28/22,2/28/22,,Interest Payment,INT,,,$3.02,$0.00
2/28/22,2/28/22,3/2/22,AAPL,Apple\nCUSIP: 037833100,Sell,4.986271,$177.05,$882.82,$882.82
3/1/22,3/1/22,3/1/22,,ACH Deposit,ACH,,,$964.00,$0.00
3/1/22,3/1/22,3/3/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,4.282603,$177.42,($759.82),$759.82
3/1/22,3/1/22,3/3/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,0.537188,$465.13,$249.86,$249.86
3/2/22,3/2/22,3/4/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,3.336146,$233.77,($779.89),$779.89
3/3/22,3/3/22,3/5/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.728355,$252.19,($688.06),$688.06
3/7/22,3/7/22,3/9/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.663527,$178.71,($654.71),$654.71
3/7/22,3/7/22,3/9/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,9.465476,$125.32,"$1,186.21","$1,186.21"
3/8/22,3/8/22,3/10/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.963569,$149.60,($293.75),$293.75
3/8/22,3/8/22,3/10/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,9.657292,$124.85,"$1,205.71","$1,205.71"
3/9/22,3/9/22,3/11/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.481545,$129.50,($191.86),$191.86
3/10/22,3/10/22,3/12/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.822288,$254.45,($718.13),$718.13
3/11/22,3/11/22,3/13/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,2.767264,$265.68,$735.21,$735.21
3/14/22,3/14/22,3/16/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.112369,$180.25,($561.00),$561.00
3/14/22,3/14/22,3/16/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,2.10617,$256.60,$540.44,$540.44
3/15/22,3/15/22,3/15/22,,ACH Deposit,ACH,,,"$1,083.00",$0.00
3/15/22,3/15/22,3/17/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.030776,$256.11,($263.99),$263.99
3/15/22,3/15/22,3/17/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,0.378283,$480.41,$181.73,$181.73
3/16/22,3/16/22,3/18/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.882645,$180.70,($340.19),$340.19
3/17/22,3/17/22,3/19/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.637685,$180.93,($658.17),$658.17
3/18/22,3/18/22,3/20/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,0.227461,$464.28,$105.61,$105.61
3/21/22,3/21/22,3/23/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.033968,$240.40,($488.97),$488.97
3/21/22,3/21/22,3/23/22,AAPL,Apple\nCUSIP: 037833100,Sell,1.428181,$175.51,$250.66,$250.66
3/22/22,3/22/22,3/24/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.396465,$258.47,($102.47),$102.47
3/23/22,3/23/22,3/25/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.183103,$241.12,($526.39),$526.39
3/23/22,3/23/22,3/25/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,0.021522,$459.33,$9.89,$9.89
3/24/22,3/24/22,3/26/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.552006,$259.15,($143.05),$143.05
3/24/22,3/24/22,3/26/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,5.962548,$233.83,"$1,394.22","$1,394.22"
3/27/22,3/27/22,3/27/22,AAPL,Cash Div: R/D 2022-03-27 P/D 2022-03-27 - 2.300755 shares at 0.1347,CDIV,,,$0.31,$0.00
3/28/22,3/28/22,3/30/22,AMZN,Amazon\nCUSIP: 023135106,Buy,4.06515,$154.30,($627.25),$627.25
3/28/22,3/28/22,3/28/22,,Interest Payment,INT,,,$3.12,$0.00
3/29/22,3/29/22,3/31/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.992208,$183.67,($182.24),$182.24
3/30/22,3/30/22,4/1/22,AMZN,Amazon\nCUSIP: 023135106,Buy,1.946884,$154.78,($301.34),$301.34
3/30/22,3/30/22,4/1/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,2.074096,$255.46,$529.85,$529.85
3/31/22,3/31/22,4/2/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,3.176113,$261.54,($830.68),$830.68
4/1/22,4/1/22,4/1/22,,ACH Deposit,ACH,,,$628.00,$0.00
4/4/22,4/4/22,4/6/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.339827,$185.04,($432.96),$432.96
4/4/22,4/4/22,4/6/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,3.077445,$264.31,$813.40,$813.40
4/5/22,4/5/22,4/7/22,AAPL,Apple\nCUSIP: 037833100,Buy,3.288814,$180.49,($593.60),$593.60
4/5/22,4/5/22,4/7/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,3.700546,$241.31,$892.98,$892.98
4/6/22,4/6/22,4/8/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.510055,$477.57,($243.59),$243.59
4/6/22,4/6/22,4/8/22,AMZN,Amazon\nCUSIP: 023135106,Sell,5.19815,$161.60,$840.02,$840.02
4/7/22,4/7/22,4/9/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.148779,$263.91,($567.08),$567.08
4/7/22,4/7/22,4/9/22,AAPL,Apple\nCUSIP: 037833100,Sell,2.496777,$181.49,$453.14,$453.14
4/11/22,4/11/22,4/13/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.566957,$135.98,($77.09),$77.09
4/12/22,4/12/22,4/14/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.494074,$481.89,($238.09),$238.09
4/12/22,4/12/22,4/14/22,AMZN,Amazon\nCUSIP: 023135106,Sell,3.326383,$163.37,$543.43,$543.43
4/13/22,4/13/22,4/15/22,AAPL,Apple\nCUSIP: 037833100,Buy,3.94393,$182.50,($719.77),$719.77
4/13/22,4/13/22,4/15/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,13.944649,$190.40,"$2,655.06","$2,655.06"
4/14/22,4/14/22,4/16/22,AAPL,Apple\nCUSIP: 037833100,Buy,2.388137,$182.74,($436.41),$436.41
4/14/22,4/14/22,4/16/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,5.744872,$195.00,"$1,120.25","$1,120.25"
4/15/22,4/15/22,4/15/22,,ACH Deposit,ACH,,,$403.00,$0.00
4/15/22,4/15/22,4/17/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,2.122187,$271.18,$575.49,$575.49
4/18/22,4/18/22,4/20/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.719104,$250.41,($680.89),$680.89
4/19/22,4/19/22,4/21/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.01434,$137.51,($414.50),$414.50
4/19/22,4/19/22,4/21/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,1.669779,$190.74,$318.49,$318.49
4/20/22,4/20/22,4/22/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.747888,$251.09,($438.88),$438.88
4/21/22,4/21/22,4/23/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.611282,$488.21,($786.64),$786.64
4/21/22,4/21/22,4/23/22,AMZN,Amazon\nCUSIP: 023135106,Sell,1.62612,$166.96,$271.50,$271.50
4/25/22,4/25/22,4/27/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.51043,$138.62,($348.00),$348.00
4/26/22,4/26/22,4/28/22,AAPL,Apple\nCUSIP: 037833100,Buy,4.445732,$185.61,($825.17),$825.17
4/26/22,4/26/22,4/28/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,10.562223,$143.18,"$1,512.30","$1,512.30"
4/27/22,4/27/22,4/29/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.239329,$492.27,($610.08),$610.08
4/27/22,4/27/22,4/29/22,AMZN,Amazon\nCUSIP: 023135106,Sell,1.218955,$158.62,$193.35,$193.35
4/28/22,4/28/22,4/30/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.027425,$190.20,($195.42),$195.42
4/28/22,4/28/22,4/28/22,,Interest Payment,INT,,,$3.41,$0.00
4/28/22,4/28/22,4/30/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,0.78806,$271.53,$213.98,$213.98
5/1/22,5/1/22,5/1/22,,ACH Deposit,ACH,,,$788.00,$0.00
5/2/22,5/2/22,5/4/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.361613,$271.79,($641.86),$641.86
5/3/22,5/3/22,5/5/22,AAPL,Apple\nCUSIP: 037833100,Buy,4.061475,$187.18,($760.23),$760.23
5/3/22,5/3/22,5/5/22,AMZN,Amazon\nCUSIP: 023135106,Sell,0.09879,$164.37,$16.24,$16.24
5/4/22,5/4/22,5/6/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.453627,$272.36,($395.91),$395.91
5/5/22,5/5/22,5/7/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.174604,$140.37,($164.88),$164.88
5/9/22,5/9/22,5/11/22,AAPL,Apple\nCUSIP: 037833100,Buy,1.051494,$188.45,($198.15),$198.15
5/10/22,5/10/22,5/12/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.330602,$273.99,($90.58),$90.58
5/11/22,5/11/22,5/13/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.69266,$141.36,($521.99),$521.99
5/12/22,5/12/22,5/14/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.52989,$274.51,($694.48),$694.48
5/12/22,5/12/22,5/14/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,4.667399,$270.40,"$1,262.06","$1,262.06"
5/13/22,5/13/22,5/15/22,AAPL,Apple\nCUSIP: 037833100,Sell,10.466038,$183.74,"$1,923.03","$1,923.03"
5/15/22,5/15/22,5/15/22,,ACH Deposit,ACH,,,$880.00,$0.00
5/16/22,5/16/22,5/18/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.297453,$275.50,($357.45),$357.45
5/17/22,5/17/22,5/19/22,AMZN,Amazon\nCUSIP: 023135106,Buy,2.067368,$165.28,($341.69),$341.69
5/17/22,5/17/22,5/19/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,2.06757,$267.67,$553.43,$553.43
5/18/22,5/18/22,5/20/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.268289,$275.97,($350.01),$350.01
5/18/22,5/18/22,5/20/22,AMZN,Amazon\nCUSIP: 023135106,Sell,1.779508,$165.87,$295.17,$295.17
5/19/22,5/19/22,5/21/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.123408,$193.88,($411.69),$411.69
5/23/22,5/23/22,5/25/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.66769,$507.76,($846.79),$846.79
5/24/22,5/24/22,5/26/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.874207,$277.30,($242.42),$242.42
5/24/22,5/24/22,5/26/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,5.817307,$144.88,$842.81,$842.81
5/25/22,5/25/22,5/27/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.950294,$143.40,($136.27),$136.27
5/25/22,5/25/22,5/27/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,1.532892,$526.42,$806.95,$806.95
5/26/22,5/26/22,5/28/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.446564,$143.53,($207.63),$207.63
5/27/22,5/27/22,5/29/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Sell,2.035654,$533.09,"$1,085.19","$1,085.19"
5/28/22,5/28/22,5/28/22,,Interest Payment,INT,,,$3.66,$0.00
5/30/22,5/30/22,6/1/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.746333,$195.36,($341.16),$341.16
5/31/22,5/31/22,6/2/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,3.078445,$278.68,($857.90),$857.90
6/1/22,6/1/22,6/1/22,,ACH Deposit,ACH,,,$448.00,$0.00
6/1/22,6/1/22,6/3/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.887962,$263.09,($759.79),$759.79
6/1/22,6/1/22,6/3/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,3.507332,$203.77,$714.69,$714.69
6/2/22,6/2/22,6/4/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.963585,$263.30,($253.71),$253.71
6/2/22,6/2/22,6/4/22,AAPL,Apple\nCUSIP: 037833100,Sell,3.765889,$195.25,$735.29,$735.29
6/6/22,6/6/22,6/8/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.463883,$144.84,($356.87),$356.87
6/7/22,6/7/22,6/9/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.812946,$144.94,($262.77),$262.77
6/7/22,6/7/22,6/9/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,4.550679,$201.47,$916.83,$916.83
6/8/22,6/8/22,6/10/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.933958,$280.00,($821.51),$821.51
6/8/22,6/8/22,6/10/22,AAPL,Apple\nCUSIP: 037833100,Sell,2.232284,$187.88,$419.40,$419.40
6/9/22,6/9/22,6/11/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.552227,$515.45,($284.65),$284.65
6/13/22,6/13/22,6/15/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.250653,$196.74,($442.79),$442.79
6/14/22,6/14/22,6/16/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.817134,$517.31,($422.71),$422.71
6/15/22,6/15/22,6/15/22,,ACH Deposit,ACH,,,$788.00,$0.00
6/15/22,6/15/22,6/17/22,AAPL,Apple\nCUSIP: 037833100,Buy,0.705639,$194.28,($137.09),$137.09
6/16/22,6/16/22,6/18/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.575788,$145.80,($667.15),$667.15
6/16/22,6/16/22,6/18/22,AAPL,Apple\nCUSIP: 037833100,Sell,2.207857,$186.97,$412.80,$412.80
6/17/22,6/17/22,6/19/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,4.727545,$152.51,$721.00,$721.00
6/20/22,6/20/22,6/22/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.148088,$519.28,($596.18),$596.18
6/20/22,6/20/22,6/22/22,AAPL,Apple\nCUSIP: 037833100,Sell,0.657906,$197.97,$130.25,$130.25
6/21/22,6/21/22,6/23/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.390166,$197.27,($471.51),$471.51
6/22/22,6/22/22,6/24/22,AMZN,Amazon\nCUSIP: 023135106,Buy,4.401404,$170.30,($749.56),$749.56
6/22/22,6/22/22,6/24/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,2.930078,$278.39,$815.70,$815.70
6/23/22,6/23/22,6/25/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.709969,$146.35,($542.95),$542.95
6/23/22,6/23/22,6/25/22,AAPL,Apple\nCUSIP: 037833100,Sell,0.108653,$190.52,$20.70,$20.70
6/27/22,6/27/22,6/29/22,AAPL,Apple\nCUSIP: 037833100,Buy,3.946106,$195.34,($770.83),$770.83
6/27/22,6/27/22,6/27/22,NVDA,Cash Div: R/D 2022-06-27 P/D 2022-06-27 - 6.241418 shares at 0.0336,CDIV,,,$0.21,$0.00
6/28/22,6/28/22,6/30/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.347179,$197.58,($68.60),$68.60
6/28/22,6/28/22,6/28/22,,Interest Payment,INT,,,$3.35,$0.00
6/29/22,6/29/22,7/1/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.23104,$267.59,($329.41),$329.41
6/30/22,6/30/22,7/2/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.881072,$197.64,($767.06),$767.06
6/30/22,6/30/22,7/2/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,3.487289,$198.43,$691.98,$691.98
7/1/22,7/1/22,7/1/22,,ACH Deposit,ACH,,,$678.00,$0.00
7/4/22,7/4/22,7/6/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.92914,$282.47,($262.45),$262.45
7/4/22,7/4/22,7/6/22,AAPL,Apple\nCUSIP: 037833100,Sell,1.084893,$195.28,$211.86,$211.86
7/5/22,7/5/22,7/7/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.761387,$523.07,($398.26),$398.26
7/5/22,7/5/22,7/7/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,3.108196,$269.47,$837.57,$837.57
7/6/22,7/6/22,7/8/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.293563,$268.26,($78.75),$78.75
7/6/22,7/6/22,7/8/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,10.709633,$150.61,"$1,612.98","$1,612.98"
7/7/22,7/7/22,7/9/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.953272,$197.78,($584.10),$584.10
7/8/22,7/8/22,7/10/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,12.330627,$275.09,"$3,392.03","$3,392.03"
7/11/22,7/11/22,7/13/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.623879,$147.32,($91.91),$91.91
7/11/22,7/11/22,7/13/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.563183,$264.05,$148.71,$148.71
7/12/22,7/12/22,7/14/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,4.191122,$197.81,($829.05),$829.05
7/12/22,7/12/22,7/12/22,AAPL,Cash Div: R/D 2022-07-12 P/D 2022-07-12 - 3.111785 shares at 0.1318,CDIV,,,$0.41,$0.00
7/13/22,7/13/22,7/15/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.391624,$147.39,($205.11),$205.11
7/13/22,7/13/22,7/15/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.546887,$273.23,$149.43,$149.43
7/14/22,7/14/22,7/16/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.434621,$282.74,($405.62),$405.62
7/14/22,7/14/22,7/16/22,AAPL,Apple\nCUSIP: 037833100,Sell,2.304254,$192.47,$443.50,$443.50
7/15/22,7/15/22,7/15/22,,ACH Deposit,ACH,,,$703.00,$0.00
7/15/22,7/15/22,7/17/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,5.083968,$280.69,"$1,427.02","$1,427.02"
7/18/22,7/18/22,7/20/22,AMZN,Amazon\nCUSIP: 023135106,Buy,3.562186,$172.03,($612.80),$612.80
7/18/22,7/18/22,7/20/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,1.634824,$276.42,$451.90,$451.90
7/19/22,7/19/22,7/21/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.94592,$282.76,($832.99),$832.99
7/20/22,7/20/22,7/22/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.652232,$197.75,($128.98),$128.98
7/21/22,7/21/22,7/23/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.760833,$197.73,($150.44),$150.44
7/21/22,7/21/22,7/23/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,1.44961,$146.65,$212.59,$212.59
7/25/22,7/25/22,7/27/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,3.016795,$269.31,($812.45),$812.45
7/26/22,7/26/22,7/28/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.496778,$282.67,($140.42),$140.42
7/26/22,7/26/22,7/28/22,AMZN,Amazon\nCUSIP: 023135106,Sell,2.320336,$169.04,$392.23,$392.23
7/27/22,7/27/22,7/29/22,AMZN,Amazon\nCUSIP: 023135106,Buy,3.936683,$172.34,($678.45),$678.45
7/27/22,7/27/22,7/29/22,AMZN,Amazon\nCUSIP: 023135106,Sell,3.63877,$168.68,$613.79,$613.79
7/28/22,7/28/22,7/30/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.910934,$197.56,($377.52),$377.52
7/28/22,7/28/22,7/28/22,,Interest Payment,INT,,,$3.90,$0.00
7/29/22,7/29/22,7/31/22,AMZN,Amazon\nCUSIP: 023135106,Sell,4.375193,$169.63,$742.16,$742.16
8/1/22,8/1/22,8/1/22,,ACH Deposit,ACH,,,$647.00,$0.00
8/1/22,8/1/22,8/3/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.469024,$526.45,($246.92),$246.92
8/2/22,8/2/22,8/4/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.47317,$147.78,($513.27),$513.27
8/2/22,8/2/22,8/4/22,AAPL,Apple\nCUSIP: 037833100,Sell,0.207222,$192.05,$39.80,$39.80
8/3/22,8/3/22,8/5/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,4.389645,$197.36,($866.34),$866.34
8/4/22,8/4/22,8/6/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.236824,$282.40,($349.28),$349.28
8/4/22,8/4/22,8/6/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.844225,$277.69,$234.43,$234.43
8/8/22,8/8/22,8/10/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,3.317007,$147.82,($490.32),$490.32
8/9/22,8/9/22,8/11/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.375197,$269.56,($640.26),$640.26
8/10/22,8/10/22,8/12/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.550818,$282.15,($719.71),$719.71
8/10/22,8/10/22,8/12/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,2.99813,$282.64,$847.39,$847.39
8/11/22,8/11/22,8/13/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.836056,$282.11,($800.08),$800.08
8/11/22,8/11/22,8/13/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,7.912816,$145.13,"$1,148.39","$1,148.39"
8/12/22,8/12/22,8/14/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,11.377734,$196.17,"$2,231.97","$2,231.97"
8/15/22,8/15/22,8/15/22,,ACH Deposit,ACH,,,$407.00,$0.00
8/15/22,8/15/22,8/17/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,6.048874,$147.84,($894.27),$894.27
8/15/22,8/15/22,8/17/22,AAPL,Apple\nCUSIP: 037833100,Sell,0.369454,$193.63,$71.54,$71.54
8/16/22,8/16/22,8/18/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.636628,$527.15,($862.75),$862.75
8/16/22,8/16/22,8/18/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,4.341877,$284.82,"$1,236.65","$1,236.65"
8/17/22,8/17/22,8/19/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.279423,$196.76,($645.26),$645.26
8/17/22,8/17/22,8/19/22,AMZN,Amazon\nCUSIP: 023135106,Sell,1.231532,$171.72,$211.48,$211.48
8/18/22,8/18/22,8/20/22,AMZN,Amazon\nCUSIP: 023135106,Buy,0.949967,$172.71,($164.07),$164.07
8/18/22,8/18/22,8/20/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,3.247361,$271.54,$881.79,$881.79
8/22/22,8/22/22,8/24/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.265922,$527.36,($667.60),$667.60
8/22/22,8/22/22,8/24/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.498492,$278.79,$138.97,$138.97
8/23/22,8/23/22,8/25/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,3.148904,$281.53,($886.51),$886.51
8/24/22,8/24/22,8/26/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,3.16225,$281.48,($890.11),$890.11
8/24/22,8/24/22,8/26/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.319692,$278.67,$89.09,$89.09
8/25/22,8/25/22,8/27/22,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.117349,$196.39,($415.83),$415.83
8/26/22,8/26/22,8/28/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,5.696793,$152.15,$866.77,$866.77
8/28/22,8/28/22,8/28/22,,Interest Payment,INT,,,$3.83,$0.00
8/29/22,8/29/22,8/31/22,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.753591,$269.62,($472.80),$472.80
8/29/22,8/29/22,8/31/22,TSLA,Tesla\nCUSIP: 88160R101,Sell,6.815918,$273.39,"$1,863.40","$1,863.40"
8/30/22,8/30/22,9/1/22,AMZN,Amazon\nCUSIP: 023135106,Buy,0.611416,$172.85,($105.68),$105.68
8/30/22,8/30/22,9/1/22,AMZN,Amazon\nCUSIP: 023135106,Sell,1.52423,$180.96,$275.82,$275.82
8/31/22,8/31/22,9/2/22,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,1.421708,$527.71,($750.25),$750.25
8/31/22,8/31/22,9/2/22,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,3.312121,$152.27,$504.34,$504.34
9/1/22,9/1/22,9/1/22,,ACH Deposit,ACH,,,$457.00,$0.00
9/1/22,9/1/22,9/3/22,AAPL,Apple\nCUSIP: 037833100,Buy,1.325975,$196.22,($260.18),$260.18
9/1/22,9/1/22,9/3/22,NVDA,NVIDIA\nCUSIP: 67066G104,Sell,5.219867,$197.26,"$1,029.67","$1,029.67"
9/5/22,9/5/22,9/7/22,AAPL,Apple\nCUSIP: 037833100,Buy,2.438205,$196.21,($478.40),$478.40
9/5/22,9/5/22,9/7/22,META,Meta Platforms\nCUSIP: 30303M102,Sell,0.878425,$265.20,$232.96,$232.96
9/6/22,9/6/22,9/8/22,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.584986,$280.91,($445.24),$445.24
9/6/22,9/6/22,9/8/22,AMZN,Amazon\nCUSIP: 023135106,Sell,0.264076,$169.14,$44.67,$44.67
